,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
13672,974985,835AFL28,835AFL28,,-1.000000,1,,BSE,1.000000
13673,975022,910MFL2026,910MFL2026,,-1.000000,1,,BSE,1.000000
13674,975004,1075MML26A,1075MML26A,,-1.000000,1,,BSE,1.000000
13675,974989,94AFS26,94AFS26,,-1.000000,1,,BSE,1.000000
13676,975036,735IGT38,735IGT38,,-1.000000,1,,BSE,1.000000
13677,975055,785BHFL28,785BHFL28,,-1.000000,1,,BSE,1.000000
13678,975080,753IIFCL38,753IIFCL38,,-1.000000,1,,BSE,1.000000
13679,975068,803MBPR26,803MBPR26,,-1.000000,1,,BSE,1.000000
13680,975089,779BFL33,779BFL33,,-1.000000,1,,BSE,1.000000
13681,975151,1260MFL25A,1260MFL25A,,-1.000000,1,,BSE,1.000000
13682,975102,749SBI38,749SBI38,,-1.000000,1,,BSE,1.000000
13683,975118,1055CIFC26,1055CIFC26,,-1.000000,1,,BSE,1.000000
13684,975158,8BFL28,8BFL28,,-1.000000,1,,BSE,1.000000
13685,975175,810IIL35,810IIL35,,-1.000000,1,,BSE,1.000000
13686,975203,81293HDB28,81293HDB28,,-1.000000,1,,BSE,1.000000
13687,975212,880SFL33,880SFL33,,-1.000000,1,,BSE,1.000000
13688,975196,875ST28,875ST28,,-1.000000,10000000,,BSE,1.000000
13689,975223,990AUXI26,990AUXI26,,-1.000000,1,,BSE,1.000000
13690,975217,960GDL26,960GDL26,,-1.000000,1,,BSE,1.000000
13691,975230,JCL301123,JCL301123,,-1.000000,1,,BSE,1.000000
13692,975225,1250AYO27,1250AYO27,,-1.000000,1,,BSE,1.000000
13693,975236,1075MFSL29,1075MFSL29,,-1.000000,1,,BSE,1.000000
13694,975238,767IIFCL38,767IIFCL38,,-1.000000,1,,BSE,1.000000
13695,975232,768BOB33,768BOB33,,-1.000000,1,,BSE,1.000000
13696,975234,774DDL38,774DDL38,,-1.000000,1,,BSE,1.000000
13697,975245,799BOM33,799BOM33,,-1.000000,1,,BSE,1.000000
13698,975258,925SFL25,925SFL25,,-1.000000,1,,BSE,1.000000
13699,975261,775BOB33,775BOB33,,-1.000000,1,,BSE,1.000000
13700,975244,880STNIV29,880STNIV29,,-1.000000,100000,,BSE,1.000000
13701,975273,895KIIFB31,895KIIFB31,,-1.000000,1,,BSE,1.000000
13702,975272,895KIIFB33,895KIIFB33,,-1.000000,1,,BSE,1.000000
13703,975270,895KIIFB30,895KIIFB30,,-1.000000,1,,BSE,1.000000
13704,975301,920PLUM27,920PLUM27,,-1.000000,1,,BSE,1.000000
13705,975304,91JMFPL27,91JMFPL27,,-1.000000,1,,BSE,1.000000
13706,975309,875SFL34,875SFL34,,-1.000000,1,,BSE,1.000000
13707,975311,817EOPR25,817EOPR25,,-1.000000,1,,BSE,1.000000
13708,975331,1350TCL27,1350TCL27,,-1.000000,1,,BSE,1.000000
13709,975332,15SIPPL27,15SIPPL27,,-1.000000,1,,BSE,1.000000
13710,975340,810BFL29,810BFL29,,-1.000000,1,,BSE,1.000000
13711,975348,1160AFL26,1160AFL26,,-1.000000,1,,BSE,1.000000
13712,975367,1250SML26,1250SML26,,-1.000000,1,,BSE,1.000000
13713,975357,1150ESPL25,1150ESPL25,,-1.000000,1,,BSE,1.000000
13714,975369,IFSLNIFT26,IFSLNIFT26,,-1.000000,1,,BSE,1.000000
13715,975371,838PWFL26,838PWFL26,,-1.000000,1,,BSE,1.000000
13716,975384,930JFCL27,930JFCL27,,-1.000000,1,,BSE,1.000000
13717,975370,832KPIL27,832KPIL27,,-1.000000,1,,BSE,1.000000
13718,939174,903ONE26,903ONE26,,-1.000000,1,,BSE,1.000000
13719,939170,891ONE25,891ONE25,,-1.000000,1,,BSE,1.000000
13720,975385,930JFCL26,930JFCL26,,-1.000000,1,,BSE,1.000000
13721,975389,809IHFCL26,809IHFCL26,,-1.000000,1,,BSE,1.000000
13722,975395,115KFPL26,115KFPL26,,-1.000000,1,,BSE,1.000000
13723,975454,0MSFL26,0MSFL26,,-1.000000,1,,BSE,1.000000
13724,975479,825SCCL29,825SCCL29,,-1.000000,1,,BSE,1.000000
13725,939208,825MFL29,825MFL29,,-1.000000,1,,BSE,1.000000
13726,939202,10EFSL34,10EFSL34,,-1.000000,1,,BSE,1.000000
13727,975467,91SFL27A,91SFL27A,,-1.000000,1,,BSE,1.000000
13728,975488,889KFC31,889KFC31,,-1.000000,1,,BSE,1.000000
13729,975489,889KFC32,889KFC32,,-1.000000,1,,BSE,1.000000
13730,975527,970MGICL34,970MGICL34,,-1.000000,1,,BSE,1.000000
13731,975551,910KIIFB30,910KIIFB30,,-1.000000,1,,BSE,1.000000
13732,975520,1110ESFB31,1110ESFB31,,-1.000000,1,,BSE,1.000000
13733,939262,IML160224,IML160224,,-1.000000,1,,BSE,1.000000
13734,939256,975IML26,975IML26,,-1.000000,1,,BSE,1.000000
13735,939413,0KFL25,0KFL25,,-1.000000,1,,BSE,1.000000
13736,975553,910KIIFB32,910KIIFB32,,-1.000000,1,,BSE,1.000000
13737,975570,965NACL27,965NACL27,,-1.000000,1,,BSE,1.000000
13738,975575,858GMRHI34,858GMRHI34,,-1.000000,1,,BSE,1.000000
13739,939385,1150IFL26,1150IFL26,,-1.000000,1,,BSE,1.000000
13740,975557,1135NAMI26,1135NAMI26,,-1.000000,1,,BSE,1.000000
13741,975586,925THFL27,925THFL27,,-1.000000,1,,BSE,1.000000
13742,939421,0KFL27,0KFL27,,-1.000000,1,,BSE,1.000000
13743,939425,1010EFS29,1010EFS29,,-1.000000,1,,BSE,1.000000
13744,975604,1060SCNL26,1060SCNL26,,-1.000000,1,,BSE,1.000000
13745,975610,1175AFI27,1175AFI27,,-1.000000,1,,BSE,1.000000
13746,975581,1020RST27,1020RST27,,-1.000000,100000,,BSE,1.000000
13747,975630,1050AFL27,1050AFL27,,-1.000000,1,,BSE,1.000000
13748,975618,1165BRFL26,1165BRFL26,,-1.000000,1,,BSE,1.000000
13749,975612,AFIL260324,AFIL260324,,-1.000000,1,,BSE,1.000000
13750,975628,1450DKGF27,1450DKGF27,,-1.000000,1,,BSE,1.000000
13751,939555,916ONE27,916ONE27,,-1.000000,1,,BSE,1.000000
13752,975696,1306LMP27,1306LMP27,,-1.000000,1,,BSE,1.000000
13753,939605,0SFL27A,0SFL27A,,-1.000000,1,,BSE,1.000000
13754,939609,0SFL29A,0SFL29A,,-1.000000,1,,BSE,1.000000
13755,939653,KFL070824B,KFL070824B,,-1.000000,1,,BSE,1.000000
13756,939613,950EFSL26,950EFSL26,,-1.000000,1,,BSE,1.000000
13757,975672,12PFSP27,12PFSP27,,-1.000000,1,,BSE,1.000000
13758,975651,807IHFCL26,807IHFCL26,,-1.000000,1,,BSE,1.000000
13759,975688,DKGF240527,DKGF240527,,-1.000000,1,,BSE,1.000000
13760,975754,957MASFL27,957MASFL27,,-1.000000,1,,BSE,1.000000
13761,975724,950SFL27A,950SFL27A,,-1.000000,1,,BSE,1.000000
13762,975722,1175NCP26,1175NCP26,,-1.000000,1,,BSE,1.000000
13763,975768,13Z042426,13Z042426,,-1.000000,100000,,BSE,1.000000
13764,939661,KFL070824C,KFL070824C,,-1.000000,1,,BSE,1.000000
13765,939741,945MFCL29,945MFCL29,,-1.000000,1,,BSE,1.000000
13766,939681,11KAFL29,11KAFL29,,-1.000000,1,,BSE,1.000000
13767,975789,799IFL36,799IFL36,,-1.000000,1,,BSE,1.000000
13768,939759,MFCL16924B,MFCL16924B,,-1.000000,1,,BSE,1.000000
13769,975793,807IHFCL27,807IHFCL27,,-1.000000,1,,BSE,1.000000
13770,975780,1170GHPL26,1170GHPL26,,-1.000000,1,,BSE,1.000000
13771,975777,839OPAL27,839OPAL27,,-1.000000,1,,BSE,1.000000
13772,975794,1182KSPL26,1182KSPL26,,-1.000000,1,,BSE,1.000000
13773,975808,1180NFPL27,1180NFPL27,,-1.000000,1,,BSE,1.000000
13774,939819,10NHFL27A,10NHFL27A,,-1.000000,1,,BSE,1.000000
13775,939855,1050EFS29A,1050EFS29A,,-1.000000,1,,BSE,1.000000
13776,939881,MFL301024A,MFL301024A,,-1.000000,1,,BSE,1.000000
13777,939877,101MFCL30,101MFCL30,,-1.000000,1,,BSE,1.000000
13778,975852,1060AFL26,1060AFL26,,-1.000000,1,,BSE,1.000000
13779,975816,869MML26,869MML26,,-1.000000,1,,BSE,1.000000
13780,939917,11ICLFL26,11ICLFL26,,-1.000000,1,,BSE,1.000000
13781,939891,IML81124,IML81124,,-1.000000,1,,BSE,1.000000
13782,939895,11IML2027,11IML2027,,-1.000000,1,,BSE,1.000000
13783,939911,MMF191124A,MMF191124A,,-1.000000,1,,BSE,1.000000
13784,939971,KFL121224F,KFL121224F,,-1.000000,1,,BSE,1.000000
13785,975889,785UML27A,785UML27A,,-1.000000,1,,BSE,1.000000
13786,975858,985USGIC34,985USGIC34,,-1.000000,1,,BSE,1.000000
13787,975874,1175MFL26A,1175MFL26A,,-1.000000,1,,BSE,1.000000
13788,939929,ICLF021224,ICLF021224,,-1.000000,1,,BSE,1.000000
13789,939933,1225ICLF27,1225ICLF27,,-1.000000,1,,BSE,1.000000
13790,975881,99TCPL27A,99TCPL27A,,-1.000000,1,,BSE,1.000000
13791,939945,1025KLMA26,1025KLMA26,,-1.000000,1,,BSE,1.000000
13792,975927,894THFL25,894THFL25,,-1.000000,1,,BSE,1.000000
13793,975932,12AFIL026,12AFIL026,,-1.000000,1,,BSE,1.000000
13794,975933,IFL190824,IFL190824,,-1.000000,1,,BSE,1.000000
13795,975930,12IFL27B,12IFL27B,,-1.000000,1,,BSE,1.000000
13796,940035,NHFL060125,NHFL060125,,-1.000000,1,,BSE,1.000000
13797,940037,958NHFL28,958NHFL28,,-1.000000,1,,BSE,1.000000
13798,940111,EFSL24125A,EFSL24125A,,-1.000000,1,,BSE,1.000000
13799,940061,940MFL27,940MFL27,,-1.000000,1,,BSE,1.000000
13800,940067,1010MFL31,1010MFL31,,-1.000000,1,,BSE,1.000000
13801,940163,945MFLIV30,945MFLIV30,,-1.000000,1,,BSE,1.000000
13802,975957,83ISPDL35,83ISPDL35,,-1.000000,1,,BSE,1.000000
13803,975946,1040SML26,1040SML26,,-1.000000,1,,BSE,1.000000
13804,975954,10278KCP27,10278KCP27,,-1.000000,1,,BSE,1.000000
13805,975986,925MOFSL32,925MOFSL32,,-1.000000,1,,BSE,1.000000
13806,940181,MFL24225B,MFL24225B,,-1.000000,1,,BSE,1.000000
13807,975961,105AFL26,105AFL26,,-1.000000,1,,BSE,1.000000
13808,975975,105CFL26,105CFL26,,-1.000000,1,,BSE,1.000000
13809,976049,1250SFPL26,1250SFPL26,,-1.000000,1,,BSE,1.000000
13810,976064,847BOBPER,847BOBPER,,-1.000000,1,,BSE,1.000000
13811,976019,1104AFL26,1104AFL26,,-1.000000,1,,BSE,1.000000
13812,976011,925DHRU30,925DHRU30,,-1.000000,1,,BSE,1.000000
13813,937401,KFLZC28,KFLZC28,,-1.000000,1,,BSE,1.000000
13814,940233,NHFL030425,NHFL030425,,-1.000000,1,,BSE,1.000000
13815,937369,682PFCL31,682PFCL31,,-1.000000,1,,BSE,1.000000
13816,937449,MFLZC26C,MFLZC26C,,-1.000000,1,,BSE,1.000000
13817,937513,MMFLZC25,MMFLZC25,,-1.000000,1,,BSE,1.000000
13818,937649,MMFLZC25A,MMFLZC25A,,-1.000000,1,,BSE,1.000000
13819,976084,949KIIFB28,949KIIFB28,,-1.000000,1,,BSE,1.000000
13820,976072,945PLKIG27,945PLKIG27,,-1.000000,1,,BSE,1.000000
13821,976078,825CIFCL29,825CIFCL29,,-1.000000,1,,BSE,1.000000
13822,937703,KFLZC28B,KFLZC28B,,-1.000000,1,,BSE,1.000000
13823,937805,93EFSL31A,93EFSL31A,,-1.000000,1,,BSE,1.000000
13824,937711,830JMFPL30,830JMFPL30,,-1.000000,1,,BSE,1.000000
13825,976085,949KIIFB29,949KIIFB29,,-1.000000,1,,BSE,1.000000
13826,976089,949KIIFB33,949KIIFB33,,-1.000000,1,,BSE,1.000000
13827,976088,949KIIFB32,949KIIFB32,,-1.000000,1,,BSE,1.000000
13828,976108,0360OPL27,0360OPL27,,-1.000000,1,,BSE,1.000000
13829,937897,MFLZC28F,MFLZC28F,,-1.000000,1,,BSE,1.000000
13830,976140,961NWFL26,961NWFL26,,-1.000000,1,,BSE,1.000000
13831,976124,808MRRPL35,808MRRPL35,,-1.000000,1,,BSE,1.000000
13832,976119,77165NST28,77165NST28,,-1.000000,1,,BSE,1.000000
13833,976118,76937NST27,76937NST27,,-1.000000,1,,BSE,1.000000
13834,937817,975MMFL26,975MMFL26,,-1.000000,1,,BSE,1.000000
13835,976150,799MRHFL28,799MRHFL28,,-1.000000,1,,BSE,1.000000
13836,976141,961NWFL26A,961NWFL26A,,-1.000000,1,,BSE,1.000000
13837,976152,94AVFSL27,94AVFSL27,,-1.000000,1,,BSE,1.000000
13838,976146,99MCSL26,99MCSL26,,-1.000000,1,,BSE,1.000000
13839,937981,9SFL26,9SFL26,,-1.000000,1,,BSE,1.000000
13840,938003,NIDO27,NIDO27,,-1.000000,1,,BSE,1.000000
13841,937925,KAFLZC28,KAFLZC28,,-1.000000,1,,BSE,1.000000
13842,938053,950MMFL26,950MMFL26,,-1.000000,1,,BSE,1.000000
13843,976210,845MFSL26,845MFSL26,,-1.000000,1,,BSE,1.000000
13844,938141,MFL26E,MFL26E,,-1.000000,1,,BSE,1.000000
13845,976164,95NWFL26,95NWFL26,,-1.000000,1,,BSE,1.000000
13846,976214,950HLFLPERA,950HLFLPERA,,-1.000000,1,,BSE,1.000000
13847,938055,MMFL27,MMFL27,,-1.000000,1,,BSE,1.000000
13848,976174,12MFL26,12MFL26,,-1.000000,1,,BSE,1.000000
13849,976246,10EFCL27,10EFCL27,,-1.000000,1,,BSE,1.000000
13850,976234,91CFSL29,91CFSL29,,-1.000000,1,,BSE,1.000000
13851,938214,975EFSL27,975EFSL27,,-1.000000,1,,BSE,1.000000
13852,938218,965EFSL32,965EFSL32,,-1.000000,1,,BSE,1.000000
13853,976233,95MCSL26,95MCSL26,,-1.000000,1,,BSE,1.000000
13854,938372,1045EFS33A,1045EFS33A,,-1.000000,1,,BSE,1.000000
13855,938362,EFSLZC26B,EFSLZC26B,,-1.000000,1,,BSE,1.000000
13856,938358,920EFSL26B,920EFSL26B,,-1.000000,1,,BSE,1.000000
13857,976304,1010AFL27,1010AFL27,,-1.000000,1,,BSE,1.000000
13858,976301,99IKFF27,99IKFF27,,-1.000000,1,,BSE,1.000000
13859,976272,835MRHF34,835MRHF34,,-1.000000,1,,BSE,1.000000
13860,976282,10MCSL026,10MCSL026,,-1.000000,1,,BSE,1.000000
13861,938548,KFL30A,KFL30A,,-1.000000,1,,BSE,1.000000
13862,938442,81MFL28,81MFL28,,-1.000000,1,,BSE,1.000000
13863,976305,995AFL26,995AFL26,,-1.000000,1,,BSE,1.000000
13864,976347,PFL230125A,PFL230125A,,-1.000000,1,,BSE,1.000000
13865,938460,975KLMAF26,975KLMAF26,,-1.000000,1,,BSE,1.000000
13866,976318,1095AFL26,1095AFL26,,-1.000000,1,,BSE,1.000000
13867,976337,950OPL35,950OPL35,,-1.000000,1,,BSE,1.000000
13868,976361,IFSL24125,IFSL24125,,-1.000000,1,,BSE,1.000000
13869,938566,865MFL26A,865MFL26A,,-1.000000,1,,BSE,1.000000
13870,976356,12AFIL27,12AFIL27,,-1.000000,1,,BSE,1.000000
13871,976355,12AFIL30,12AFIL30,,-1.000000,1,,BSE,1.000000
13872,976349,1030HFL26,1030HFL26,,-1.000000,1,,BSE,1.000000
13873,938618,1150IML28,1150IML28,,-1.000000,1,,BSE,1.000000
13874,976367,TFL29125,TFL29125,,-1.000000,1,,BSE,1.000000
13875,976380,87HHFL30,87HHFL30,,-1.000000,1,,BSE,1.000000
13876,938664,10EFS33,10EFS33,,-1.000000,1,,BSE,1.000000
13877,976392,1002UCL26,1002UCL26,,-1.000000,1,,BSE,1.000000
13878,976378,1081BHGC28,1081BHGC28,,-1.000000,1,,BSE,1.000000
13879,938752,950KLM25,950KLM25,,-1.000000,1,,BSE,1.000000
13880,938756,975KAFL26,975KAFL26,,-1.000000,1,,BSE,1.000000
13881,976418,840NHL30,840NHL30,,-1.000000,1,,BSE,1.000000
13882,938774,NIDO26,NIDO26,,-1.000000,1,,BSE,1.000000
13883,938776,967NIDO28,967NIDO28,,-1.000000,1,,BSE,1.000000
13884,976411,12ACAPL28,12ACAPL28,,-1.000000,1,,BSE,1.000000
13885,938758,10KAFL26,10KAFL26,,-1.000000,1,,BSE,1.000000
13886,938760,1050KAFL28,1050KAFL28,,-1.000000,1,,BSE,1.000000
13887,976473,990IN04128,990IN04128,,-1.000000,1,,BSE,1.000000
13888,938778,1010NIDO28,1010NIDO28,,-1.000000,1,,BSE,1.000000
13889,938798,MFL25B,MFL25B,,-1.000000,1,,BSE,1.000000
13890,938796,944MFL28A,944MFL28A,,-1.000000,1,,BSE,1.000000
13891,938788,890MFL26A,890MFL26A,,-1.000000,1,,BSE,1.000000
13892,976481,895AFIP29,895AFIP29,,-1.000000,1,,BSE,1.000000
13893,976482,1015EIAI29,1015EIAI29,,-1.000000,1,,BSE,1.000000
13894,976474,940OPL27,940OPL27,,-1.000000,1,,BSE,1.000000
13895,976489,1060NFL26,1060NFL26,,-1.000000,1,,BSE,1.000000
13896,976519,1035AFL27,1035AFL27,,-1.000000,1,,BSE,1.000000
13897,976503,1350SPL28A,1350SPL28A,,-1.000000,1,,BSE,1.000000
13898,976522,1225BRFL27,1225BRFL27,,-1.000000,1,,BSE,1.000000
13899,938858,925KFL26,925KFL26,,-1.000000,1,,BSE,1.000000
13900,938800,MFL26F,MFL26F,,-1.000000,1,,BSE,1.000000
13901,938826,SCLZC26H,SCLZC26H,,-1.000000,1,,BSE,1.000000
13902,938896,EFSLZC25A,EFSLZC25A,,-1.000000,1,,BSE,1.000000
13903,938930,MFL28D,MFL28D,,-1.000000,1,,BSE,1.000000
13904,976550,949KIIF30,949KIIF30,,-1.000000,1,,BSE,1.000000
13905,976539,1175AFI28,1175AFI28,,-1.000000,1,,BSE,1.000000
13906,976556,749IIT28,749IIT28,,-1.000000,1,,BSE,1.000000
13907,976623,1048NFL26,1048NFL26,,-1.000000,1,,BSE,1.000000
13908,976617,87SFL28,87SFL28,,-1.000000,1,,BSE,1.000000
13909,976612,1150AFL27,1150AFL27,,-1.000000,1,,BSE,1.000000
13910,976622,737BFL28,737BFL28,,-1.000000,1,,BSE,1.000000
13911,939006,955IFSL25,955IFSL25,,-1.000000,1,,BSE,1.000000
13912,939040,1175ICLF25,1175ICLF25,,-1.000000,1,,BSE,1.000000
13913,976634,755HFSL29,755HFSL29,,-1.000000,1,,BSE,1.000000
13914,976629,690HUDCO32,690HUDCO32,,-1.000000,1,,BSE,1.000000
13915,976655,9CGCL28,9CGCL28,,-1.000000,1,,BSE,1.000000
13916,939084,1075MML26,1075MML26,,-1.000000,1,,BSE,1.000000
13917,976656,736IHFCL30,736IHFCL30,,-1.000000,1,,BSE,1.000000
13918,976658,1020PLF29,1020PLF29,,-1.000000,100000,,BSE,1.000000
13919,976662,1135STA27,1135STA27,,-1.000000,100000,,BSE,1.000000
13920,976679,840HLFL27,840HLFL27,,-1.000000,1,,BSE,1.000000
13921,976689,704IIT28,704IIT28,,-1.000000,1,,BSE,1.000000
13922,939160,925FL27,925FL27,,-1.000000,1,,BSE,1.000000
13923,939150,965ARKA28,965ARKA28,,-1.000000,1,,BSE,1.000000
13924,939250,MFLZC32,MFLZC32,,-1.000000,1,,BSE,1.000000
13925,939246,MFLZC27F,MFLZC27F,,-1.000000,1,,BSE,1.000000
13926,976712,1040MFL33,1040MFL33,,-1.000000,1,,BSE,1.000000
13927,976692,1175AFPL31,1175AFPL31,,-1.000000,1,,BSE,1.000000
13928,976691,720MBPR30,720MBPR30,,-1.000000,1,,BSE,1.000000
13929,939184,966ONE29,966ONE29,,-1.000000,1,,BSE,1.000000
13930,939272,925SFL27,925SFL27,,-1.000000,1,,BSE,1.000000
13931,976733,95IFSL027,95IFSL027,,-1.000000,1,,BSE,1.000000
13932,939309,1026NIDO34,1026NIDO34,,-1.000000,1,,BSE,1.000000
13933,939325,CCI110324,CCI110324,,-1.000000,1,,BSE,1.000000
13934,976737,12LVAM25,12LVAM25,,-1.000000,1,,BSE,1.000000
13935,976744,925VT27,925VT27,,-1.000000,1,,BSE,1.000000
13936,976741,911LGS1027,911LGS1027,,-1.000000,1,,BSE,1.000000
13937,976759,818PFL35,818PFL35,,-1.000000,1,,BSE,1.000000
13938,976754,931VL27,931VL27,,-1.000000,1,,BSE,1.000000
13939,939431,0KFL28,0KFL28,,-1.000000,1,,BSE,1.000000
13940,939427,10KFL28A,10KFL28A,,-1.000000,1,,BSE,1.000000
13941,939457,10MFCL30,10MFCL30,,-1.000000,1,,BSE,1.000000
13942,939493,1060MML26,1060MML26,,-1.000000,1,,BSE,1.000000
13943,939603,925SFL27A,925SFL27A,,-1.000000,1,,BSE,1.000000
13944,939583,958NHFL27,958NHFL27,,-1.000000,1,,BSE,1.000000
13945,939701,CCIL14824C,CCIL14824C,,-1.000000,1,,BSE,1.000000
13946,939641,925KFL26A,925KFL26A,,-1.000000,1,,BSE,1.000000
13947,939633,11EFSL34,11EFSL34,,-1.000000,1,,BSE,1.000000
13948,939693,12CCI29,12CCI29,,-1.000000,1,,BSE,1.000000
13949,939757,MFCL16924A,MFCL16924A,,-1.000000,1,,BSE,1.000000
13950,939743,965MFCL30,965MFCL30,,-1.000000,1,,BSE,1.000000
13951,939753,MFCL160924,MFCL160924,,-1.000000,1,,BSE,1.000000
13952,939817,958NHFL27A,958NHFL27A,,-1.000000,1,,BSE,1.000000
13953,939803,1050ICFL26,1050ICFL26,,-1.000000,1,,BSE,1.000000
13954,939811,1050ICFL29,1050ICFL29,,-1.000000,1,,BSE,1.000000
13955,939845,10EFSL27A,10EFSL27A,,-1.000000,1,,BSE,1.000000
13956,939887,MFL301024D,MFL301024D,,-1.000000,1,,BSE,1.000000
13957,939867,945MFCL29A,945MFCL29A,,-1.000000,1,,BSE,1.000000
13958,939957,KFL121224,KFL121224,,-1.000000,1,,BSE,1.000000
13959,939955,KLMA041224,KLMA041224,,-1.000000,1,,BSE,1.000000
13960,939901,IML8112024,IML8112024,,-1.000000,1,,BSE,1.000000
13961,939913,10MMFL28,10MMFL28,,-1.000000,1,,BSE,1.000000
13962,940081,1075CCI26A,1075CCI26A,,-1.000000,1,,BSE,1.000000
13963,940105,EFSL24125,EFSL24125,,-1.000000,1,,BSE,1.000000
13964,940171,965MFLIV28,965MFLIV28,,-1.000000,1,,BSE,1.000000
13965,940147,MML290125A,MML290125A,,-1.000000,1,,BSE,1.000000
13966,940135,1175ICLF27,1175ICLF27,,-1.000000,1,,BSE,1.000000
13967,940257,SFL040425F,SFL040425F,,-1.000000,1,,BSE,1.000000
13968,940245,1003NHF30,1003NHF30,,-1.000000,1,,BSE,1.000000
13969,940175,101MFLIV31,101MFLIV31,,-1.000000,1,,BSE,1.000000
13970,940271,KFL150425B,KFL150425B,,-1.000000,1,,BSE,1.000000
13971,940269,10KFL28B,10KFL28B,,-1.000000,1,,BSE,1.000000
13972,940267,KFL150425A,KFL150425A,,-1.000000,1,,BSE,1.000000
13973,940285,MML210425,MML210425,,-1.000000,1,,BSE,1.000000
13974,940331,EFSL30425,EFSL30425,,-1.000000,1,,BSE,1.000000
13975,940365,11ICLFL26B,11ICLFL26B,,-1.000000,1,,BSE,1.000000
13976,950215,1008IOT27C,1008IOT27C,,-1.000000,10,,BSE,1.000000
13977,950205,1063IOT28D,1063IOT28D,,-1.000000,10,,BSE,1.000000
13978,940379,1175ICL27F,1175ICL27F,,-1.000000,1,,BSE,1.000000
13979,950464,905PFCL25,905PFCL25,,-1.000000,1,,BSE,1.000000
13980,952361,12 MFLS2,12 MFLS2,,-1.000000,10,,BSE,1.000000
13981,951524,893PGCIL28,893PGCIL28,,-1.000000,1,,BSE,1.000000
13982,951678,820PGCIL30,820PGCIL30,,-1.000000,1,,BSE,1.000000
13983,951431,9RRVPN2026,9RRVPN2026,,-1.000000,1,,BSE,1.000000
13984,952566,IBTPL25,IBTPL25,,-1.000000,1,,BSE,1.000000
13985,952508,895YES25,895YES25,,-1.000000,1,,BSE,1.000000
13986,952600,9MMFSL25A,9MMFSL25A,,-1.000000,1,,BSE,1.000000
13987,952414,716PFCL25A,716PFCL25A,,-1.000000,1,,BSE,1.000000
13988,953064,93ELR27W,93ELR27W,,-1.000000,1,,BSE,1.000000
13989,953010,85IIL25,85IIL25,,-1.000000,1,,BSE,1.000000
13990,953113,819NTPC25,819NTPC25,,-1.000000,1,,BSE,1.000000
13991,952847,1060ECL25,1060ECL25,,-1.000000,1,,BSE,1.000000
13992,953522,10BUDPL36D,10BUDPL36D,,-1.000000,10,,BSE,1.000000
13993,953235,905YES26,905YES26,,-1.000000,1,,BSE,1.000000
13994,953272,891NSEPL26,891NSEPL26,,-1.000000,10,,BSE,1.000000
13995,953431,840PGCIL27,840PGCIL27,,-1.000000,1,,BSE,1.000000
13996,953550,862IIL26,862IIL26,,-1.000000,1,,BSE,1.000000
13997,953688,9YES26A,9YES26A,,-1.000000,1,,BSE,1.000000
13998,953739,1175CSFB31,1175CSFB31,,-1.000000,10,,BSE,1.000000
13999,953585,9SCFL26,9SCFL26,,-1.000000,1,,BSE,1.000000
14000,954040,810NTPC26,810NTPC26,,-1.000000,1,,BSE,1.000000
14001,954142,960ECL26C,960ECL26C,,-1.000000,1,,BSE,1.000000
14002,954058,844HDFCB26,844HDFCB26,,-1.000000,1,,BSE,1.000000
14003,953792,885ILFS26,885ILFS26,,-1.000000,1000,,BSE,1.000000
14004,954725,813PGCIL30,813PGCIL30,,-1.000000,1,,BSE,1.000000
14005,954696,790HDFCB26,790HDFCB26,,-1.000000,1,,BSE,1.000000
14006,954378,EARCNIF26B,EARCNIF26B,,-1.000000,10,,BSE,1.000000
14007,954318,865BFL26,865BFL26,,-1.000000,1,,BSE,1.000000
14008,954744,925BCL26,925BCL26,,-1.000000,1,,BSE,1.000000
14009,954841,824IIL26,824IIL26,,-1.000000,1,,BSE,1.000000
14010,954850,851ILFS26,851ILFS26,,-1.000000,1000,,BSE,1.000000
14011,955329,805BFL26A,805BFL26A,,-1.000000,1,,BSE,1.000000
14012,955513,805LTF27,805LTF27,,-1.000000,1,,BSE,1.000000
14013,955431,737NTPC31,737NTPC31,,-1.000000,1,,BSE,1.000000
14014,955882,789PGCIL27,789PGCIL27,,-1.000000,1,,BSE,1.000000
14015,955561,723PFCL27,723PFCL27,,-1.000000,1,,BSE,1.000000
14016,956070,914KTL32,914KTL32,,-1.000000,1,,BSE,1.000000
14017,956065,88KTL27,88KTL27,,-1.000000,1,,BSE,1.000000
14018,956577,724NHAI47,724NHAI47,,-1.000000,1,,BSE,1.000000
14019,956092,835NICL27,835NICL27,,-1.000000,1,,BSE,1.000000
14020,956597,850MRHF27B,850MRHF27B,,-1.000000,1,,BSE,1.000000
14021,956707,714NHAI47,714NHAI47,,-1.000000,1,,BSE,1.000000
14022,956655,88EFCL27,88EFCL27,,-1.000000,10,,BSE,1.000000
14023,956617,815BFL27,815BFL27,,-1.000000,1,,BSE,1.000000
14024,956787,11PFLPER,11PFLPER,,-1.000000,1,,BSE,1.000000
14025,956714,78LTF29,78LTF29,,-1.000000,1,,BSE,1.000000
14026,956760,730PGCIL27,730PGCIL27,,-1.000000,1,,BSE,1.000000
14027,956797,720PGCIL27,720PGCIL27,,-1.000000,1,,BSE,1.000000
14028,957189,95SIBL28,95SIBL28,,-1.000000,10,,BSE,1.000000
